pid,year,start,end,days,n_obs,min_z,mean_z,critical_days,max_deficit,mean_deficit,worst_date,ndvi_at_worst,norm_at_worst,phase,phase_end,start_doy,end_doy,severity,cause,confidence,norm_source,weather_source,artifacts_near,region_z,ndwi_anomaly,ndwi_n,region_share_depressed,weather,reasons,text
AOI-0004,2012,2012-06-09,2012-07-27,49,7,-1.875076595865086,-1.5265249752827865,0,-0.1356278468357905,-0.11378114657950905,2012-07-05,0.43182723278056767,0.5647257284575348,пик вегетации,созревание и уборка,161,209,умеренная,early_decline,0.6,история полигона,ERA5 полигона,0,-0.29041225681750504,0.08088774658806915,3.0,0.21052631578947367,"{""available"": true, ""before"": {""precip_mm"": 82.92537483665541, ""temp_c"": 20.669728529188394, ""dry_days"": 19, ""hot_days"": 0, ""max_dry_spell"": 7, ""n_days"": 30, ""precip_deficit_pct"": -35.15547246007375, ""temp_anomaly_c"": 1.7767419738769554, ""precip_norm_mm"": 61.35554360268495, ""temp_norm_c"": 18.89298655531144, ""norm_years"": 15}, ""during"": {""precip_mm"": 51.49939952705509, ""temp_c"": 25.072542123080943, ""dry_days"": 39, ""hot_days"": 15, ""max_dry_spell"": 14, ""n_days"": 49, ""precip_deficit_pct"": 19.117935786535188, ""temp_anomaly_c"": 0.42147728952421204, ""precip_norm_mm"": 63.67221216206516, ""temp_norm_c"": 24.65106483355673, ""norm_years"": 15}, ""combined"": {""precip_mm"": 134.4247743637105, ""temp_c"": 23.40058759375466, ""dry_days"": 58, ""hot_days"": 15, ""max_dry_spell"": 14, ""n_days"": 79, ""precip_deficit_pct"": -7.515945992537554, ""temp_anomaly_c"": 0.9361347645948754, ""precip_norm_mm"": 125.02775576475013, ""temp_norm_c"": 22.464452829159786, ""norm_years"": 15}, ""source"": ""ERA5 полигона""}","пик на уровне нормы (96%), но спад начался на 27 дней раньше обычного | другие поля региона в эти дни в норме (медианный Z -0.3, ниже нормы 21% из 57) — причина локальная, на самом поле | водный индекс NDWI выше нормы на 0.08 (3 набл.) — второй индекс подтверждает потерю зелёной массы","AOI-0004, сезон 2012: умеренная аномалия с 2012-06-09 по 2012-07-27 (49 дней, 7 наблюдений), фаза — пик вегетации. NDVI в худший день 2012-07-05: 0.43 при норме 0.56 (Z = -1.9). Вероятная причина — ранний спад вегетации (уборка, полегание, болезнь) (уверенность 60%). Аргументы: пик на уровне нормы (96%), но спад начался на 27 дней раньше обычного; другие поля региона в эти дни в норме (медианный Z -0.3, ниже нормы 21% из 57) — причина локальная, на самом поле; водный индекс NDWI выше нормы на 0.08 (3 набл.) — второй индекс подтверждает потерю зелёной массы. Норма: история полигона."
AOI-0004,2013,2013-05-01,2013-05-22,22,2,-2.2862384475188753,-1.6919934859557026,9,-0.20172133325005315,-0.15855738349765003,2013-05-11,0.44356157204898866,0.6439666991039511,весна (всходы и рост),пик вегетации,121,142,критическая,crop_rotation,0.7,история полигона,ERA5 полигона,0,-0.2341030614662947,0.06820612997078046,2.0,0.24561403508771928,"{""available"": true, ""before"": {""precip_mm"": 23.11684282409274, ""temp_c"": 11.779278806050637, ""dry_days"": 23, ""hot_days"": 0, ""max_dry_spell"": 9, ""n_days"": 30, ""precip_deficit_pct"": 53.730279088209166, ""temp_anomaly_c"": 0.3889742814523167, ""precip_norm_mm"": 49.961059562392805, ""temp_norm_c"": 11.39030452459832, ""norm_years"": 15}, ""during"": {""precip_mm"": 36.35315027112398, ""temp_c"": 20.048292859395374, ""dry_days"": 18, ""hot_days"": 0, ""max_dry_spell"": 14, ""n_days"": 22, ""precip_deficit_pct"": 19.494495697386192, ""temp_anomaly_c"": 3.6450893854854165, ""precip_norm_mm"": 45.15610527011342, ""temp_norm_c"": 16.403203473909958, ""norm_years"": 15}, ""combined"": {""precip_mm"": 59.46999309521672, ""temp_c"": 15.277707828619564, ""dry_days"": 41, ""hot_days"": 0, ""max_dry_spell"": 21, ""n_days"": 52, ""precip_deficit_pct"": 37.47711761600691, ""temp_anomaly_c"": 1.7665614408509338, ""precip_norm_mm"": 95.11716483250625, ""temp_norm_c"": 13.51114638776863, ""norm_years"": 15}, ""source"": ""ERA5 полигона""}","пик достигнут (92% нормы), но на 49 дней позже обычного: на поле яровая культура вместо привычной озимой, весеннее отставание — смена фазы, а не угнетение | другие поля региона в эти дни в норме (медианный Z -0.2, ниже нормы 25% из 57) — причина локальная, на самом поле | сухая серия 21 дней подряд | за 30 дней до эпизода: осадков 23 мм при норме 50 мм | водный индекс NDWI выше нормы на 0.07 (2 набл.) — второй индекс подтверждает потерю зелёной массы","AOI-0004, сезон 2013: критическая аномалия с 2013-05-01 по 2013-05-22 (22 дней, 2 наблюдений), фаза — весна (всходы и рост). NDVI в худший день 2013-05-11: 0.44 при норме 0.64 (Z = -2.3). Вероятная причина — смена культуры: яровая вместо озимой, весеннее отставание — не угнетение (уверенность 70%). Аргументы: пик достигнут (92% нормы), но на 49 дней позже обычного: на поле яровая культура вместо привычной озимой, весеннее отставание — смена фазы, а не угнетение; другие поля региона в эти дни в норме (медианный Z -0.2, ниже нормы 25% из 57) — причина локальная, на самом поле; сухая серия 21 дней подряд; за 30 дней до эпизода: осадков 23 мм при норме 50 мм; водный индекс NDWI выше нормы на 0.07 (2 набл.) — второй индекс подтверждает потерю зелёной массы. Норма: история полигона."
AOI-0004,2014,2014-07-11,2014-08-12,33,4,-1.5716746945350484,-1.2709668819974898,0,-0.1103589964536944,-0.09622357901816772,2014-07-18,0.40392037319736107,0.5137647329687819,созревание и уборка,лето после уборки,192,224,умеренная,weather_drought,0.75,история полигона,ERA5 полигона,2,-0.6632977850324235,0.010825337874939204,3.0,0.17543859649122806,"{""available"": true, ""before"": {""precip_mm"": 69.87718675797439, ""temp_c"": 21.76393861134849, ""dry_days"": 16, ""hot_days"": 0, ""max_dry_spell"": 9, ""n_days"": 30, ""precip_deficit_pct"": -75.68669332520304, ""temp_anomaly_c"": -2.5605292332967124, ""precip_norm_mm"": 39.773750325318574, ""temp_norm_c"": 24.324467844645202, ""norm_years"": 15}, ""during"": {""precip_mm"": 7.792374988783024, ""temp_c"": 27.235187079689744, ""dry_days"": 30, ""hot_days"": 19, ""max_dry_spell"": 23, ""n_days"": 33, ""precip_deficit_pct"": 74.19760537474144, ""temp_anomaly_c"": 0.9555659285779754, ""precip_norm_mm"": 30.200200802893278, ""temp_norm_c"": 26.27962115111177, ""norm_years"": 15}, ""combined"": {""precip_mm"": 77.66956174675741, ""temp_c"": 24.629830666193907, ""dry_days"": 46, ""hot_days"": 19, ""max_dry_spell"": 23, ""n_days"": 63, ""precip_deficit_pct"": -10.997822038725591, ""temp_anomaly_c"": -0.7187651008861664, ""precip_norm_mm"": 69.97395112821185, ""temp_norm_c"": 25.348595767080074, ""norm_years"": 15}, ""source"": ""ERA5 полигона""}","сухая серия 23 дней подряд | за 30 дней до эпизода: осадков 70 мм при норме 40 мм | во время эпизода: осадков 8 мм при норме 30 мм | пик на уровне нормы (103%), но спад начался на 23 дней раньше обычного | соседние поля региона в эти дни чуть ниже нормы (медианный Z -0.7)","AOI-0004, сезон 2014: умеренная аномалия с 2014-07-11 по 2014-08-12 (33 дней, 4 наблюдений), фаза — созревание и уборка. NDVI в худший день 2014-07-18: 0.40 при норме 0.51 (Z = -1.6). Вероятная причина — погодный стресс: дефицит осадков и/или жара (уверенность 75%). Аргументы: сухая серия 23 дней подряд; за 30 дней до эпизода: осадков 70 мм при норме 40 мм; во время эпизода: осадков 8 мм при норме 30 мм; пик на уровне нормы (103%), но спад начался на 23 дней раньше обычного; соседние поля региона в эти дни чуть ниже нормы (медианный Z -0.7). Норма: история полигона."
AOI-0004,2014,2014-08-29,2014-10-24,57,7,-1.766013902313857,-1.2952225614479416,0,-0.08681768185699942,-0.062420801103889194,2014-10-17,0.23500194492849755,0.32181962678549697,лето после уборки,осень (озимые всходы),241,297,умеренная,weather_drought,0.75,история полигона,ERA5 полигона,1,-0.6874593607096349,0.01767298116817347,3.0,0.15789473684210525,"{""available"": true, ""before"": {""precip_mm"": 3.380178227240548, ""temp_c"": 27.48338913387725, ""dry_days"": 28, ""hot_days"": 18, ""max_dry_spell"": 13, ""n_days"": 30, ""precip_deficit_pct"": 82.0792897719282, ""temp_anomaly_c"": 1.6643054641441068, ""precip_norm_mm"": 18.8618541576867, ""temp_norm_c"": 25.819083669733143, ""norm_years"": 15}, ""during"": {""precip_mm"": 82.30620659277506, ""temp_c"": 15.157045723541462, ""dry_days"": 45, ""hot_days"": 0, ""max_dry_spell"": 14, ""n_days"": 57, ""precip_deficit_pct"": -39.8035012648422, ""temp_anomaly_c"": -1.2662469142594084, ""precip_norm_mm"": 58.872779185161534, ""temp_norm_c"": 16.42329263780087, ""norm_years"": 15}, ""combined"": {""precip_mm"": 85.6863848200156, ""temp_c"": 19.407508968484837, ""dry_days"": 73, ""hot_days"": 18, ""max_dry_spell"": 20, ""n_days"": 87, ""precip_deficit_pct"": -10.229354838655013, ""temp_anomaly_c"": -0.2557116113616438, ""precip_norm_mm"": 77.73463334284823, ""temp_norm_c"": 19.66322057984648, ""norm_years"": 15}, ""source"": ""ERA5 полигона""}","сухая серия 20 дней подряд | за 30 дней до эпизода: осадков 3 мм при норме 19 мм | пик на уровне нормы (103%), но спад начался на 23 дней раньше обычного | соседние поля региона в эти дни чуть ниже нормы (медианный Z -0.7)","AOI-0004, сезон 2014: умеренная аномалия с 2014-08-29 по 2014-10-24 (57 дней, 7 наблюдений), фаза — лето после уборки. NDVI в худший день 2014-10-17: 0.24 при норме 0.32 (Z = -1.8). Вероятная причина — погодный стресс: дефицит осадков и/или жара (уверенность 75%). Аргументы: сухая серия 20 дней подряд; за 30 дней до эпизода: осадков 3 мм при норме 19 мм; пик на уровне нормы (103%), но спад начался на 23 дней раньше обычного; соседние поля региона в эти дни чуть ниже нормы (медианный Z -0.7). Норма: история полигона."
AOI-0004,2015,2015-09-18,2015-10-30,43,6,-2.317983963181923,-1.7011850694821107,11,-0.10005895849156429,-0.0780506039451331,2015-10-05,0.2437186655322155,0.3434909050350016,осень (озимые всходы),осень (озимые всходы),261,303,критическая,weather_drought,0.65,история полигона,ERA5 полигона,0,-0.5128872027912276,0.04047419295766182,4.0,0.19298245614035087,"{""available"": true, ""before"": {""precip_mm"": 5.085600433229586, ""temp_c"": 22.39914180755618, ""dry_days"": 29, ""hot_days"": 4, ""max_dry_spell"": 25, ""n_days"": 30, ""precip_deficit_pct"": 76.28553267573031, ""temp_anomaly_c"": 0.19938476534243676, ""precip_norm_mm"": 21.445138799406703, ""temp_norm_c"": 22.199757042213744, ""norm_years"": 15}, ""during"": {""precip_mm"": 54.65843420584733, ""temp_c"": 12.821609059415145, ""dry_days"": 38, ""hot_days"": 0, ""max_dry_spell"": 26, ""n_days"": 43, ""precip_deficit_pct"": -2.327967771340833, ""temp_anomaly_c"": -0.2725966172132068, ""precip_norm_mm"": 53.41495135326591, ""temp_norm_c"": 13.094205676628352, ""norm_years"": 15}, ""combined"": {""precip_mm"": 59.744034639076915, ""temp_c"": 16.757581421664884, ""dry_days"": 67, ""hot_days"": 4, ""max_dry_spell"": 30, ""n_days"": 73, ""precip_deficit_pct"": 20.19240890943015, ""temp_anomaly_c"": -0.0786316654780137, ""precip_norm_mm"": 74.86009015267263, ""temp_norm_c"": 16.836213087142898, ""norm_years"": 15}, ""source"": ""ERA5 полигона""}",сухая серия 30 дней подряд | за 30 дней до эпизода: осадков 5 мм при норме 21 мм | соседние поля региона в эти дни чуть ниже нормы (медианный Z -0.5),"AOI-0004, сезон 2015: критическая аномалия с 2015-09-18 по 2015-10-30 (43 дней, 6 наблюдений), фаза — осень (озимые всходы). NDVI в худший день 2015-10-05: 0.24 при норме 0.34 (Z = -2.3). Вероятная причина — погодный стресс: дефицит осадков и/или жара (уверенность 65%). Аргументы: сухая серия 30 дней подряд; за 30 дней до эпизода: осадков 5 мм при норме 21 мм; соседние поля региона в эти дни чуть ниже нормы (медианный Z -0.5). Норма: история полигона."
AOI-0004,2018,2018-06-10,2018-07-15,36,8,-2.025490308122927,-1.7549748757715327,2,-0.14565866909900765,-0.1303486419372335,2018-06-18,0.5221882842480136,0.6664667961036167,пик вегетации,созревание и уборка,161,196,умеренная,weather_drought,0.75,история полигона,ERA5 полигона,0,-0.7370982600891559,0.06234100007738741,5.0,0.3157894736842105,"{""available"": true, ""before"": {""precip_mm"": 34.782309230441655, ""temp_c"": 19.222067595587855, ""dry_days"": 23, ""hot_days"": 0, ""max_dry_spell"": 16, ""n_days"": 30, ""precip_deficit_pct"": 43.05706030424501, ""temp_anomaly_c"": -0.03319253963895008, ""precip_norm_mm"": 61.08274250729389, ""temp_norm_c"": 19.255260135226806, ""norm_years"": 15}, ""during"": {""precip_mm"": 23.38768032820155, ""temp_c"": 26.38248117234974, ""dry_days"": 32, ""hot_days"": 14, ""max_dry_spell"": 13, ""n_days"": 36, ""precip_deficit_pct"": 52.57414718226043, ""temp_anomaly_c"": 2.184651490552927, ""precip_norm_mm"": 49.31420088128268, ""temp_norm_c"": 24.19782968179681, ""norm_years"": 15}, ""combined"": {""precip_mm"": 58.16998955864321, ""temp_c"": 23.12774772836707, ""dry_days"": 55, ""hot_days"": 14, ""max_dry_spell"": 29, ""n_days"": 66, ""precip_deficit_pct"": 47.30833320819786, ""temp_anomaly_c"": 1.1765405677384386, ""precip_norm_mm"": 110.39694338857657, ""temp_norm_c"": 21.95120716062863, ""norm_years"": 15}, ""source"": ""ERA5 полигона""}","за 30 дней до и во время эпизода осадков 58 мм при норме 110 мм (дефицит 47 %) | температура выше нормы на 1.2 °C (23.1 против 22.0 °C), жарких дней 14 | сухая серия 29 дней подряд | за 30 дней до эпизода: осадков 35 мм при норме 61 мм | во время эпизода: осадков 23 мм при норме 49 мм | пик на уровне нормы (93%), но спад начался на 22 дней раньше обычного | соседние поля региона в эти дни тоже ниже нормы (медианный Z -0.7, ниже нормы 32% из 57 полей) — явление региональное | водный индекс NDWI выше нормы на 0.06 (5 набл.) — второй индекс подтверждает потерю зелёной массы","AOI-0004, сезон 2018: умеренная аномалия с 2018-06-10 по 2018-07-15 (36 дней, 8 наблюдений), фаза — пик вегетации. NDVI в худший день 2018-06-18: 0.52 при норме 0.67 (Z = -2.0). Вероятная причина — погодный стресс: дефицит осадков и/или жара (уверенность 75%). Аргументы: за 30 дней до и во время эпизода осадков 58 мм при норме 110 мм (дефицит 47 %); температура выше нормы на 1.2 °C (23.1 против 22.0 °C), жарких дней 14; сухая серия 29 дней подряд; за 30 дней до эпизода: осадков 35 мм при норме 61 мм; во время эпизода: осадков 23 мм при норме 49 мм; пик на уровне нормы (93%), но спад начался на 22 дней раньше обычного; соседние поля региона в эти дни тоже ниже нормы (медианный Z -0.7, ниже нормы 32% из 57 полей) — явление региональное; водный индекс NDWI выше нормы на 0.06 (5 набл.) — второй индекс подтверждает потерю зелёной массы. Норма: история полигона."
AOI-0004,2025,2025-08-12,2025-09-17,37,15,-1.8238339612366201,-1.3805621660404603,0,-0.08490138319967022,-0.07772964742817037,2025-09-04,0.3274856751830621,0.4027753861226645,лето после уборки,лето после уборки,224,260,умеренная,weather_drought,0.65,история полигона,ERA5 полигона,0,-0.538099611191615,0.01133138544735876,14.0,0.24675324675324675,"{""available"": true, ""before"": {""precip_mm"": 23.646278459148107, ""temp_c"": 27.798808767530673, ""dry_days"": 22, ""hot_days"": 22, ""max_dry_spell"": 12, ""n_days"": 30, ""precip_deficit_pct"": 7.257525359903116, ""temp_anomaly_c"": 1.5054918181807864, ""precip_norm_mm"": 25.496708547956647, ""temp_norm_c"": 26.293316949349887, ""norm_years"": 15}, ""during"": {""precip_mm"": 3.7968482757825934, ""temp_c"": 22.424300312351555, ""dry_days"": 35, ""hot_days"": 4, ""max_dry_spell"": 21, ""n_days"": 37, ""precip_deficit_pct"": 85.70540756851398, ""temp_anomaly_c"": -0.527965658606, ""precip_norm_mm"": 26.56143079266433, ""temp_norm_c"": 22.952265970957555, ""norm_years"": 15}, ""combined"": {""precip_mm"": 27.4431267349307, ""temp_c"": 24.83079663556609, ""dry_days"": 57, ""hot_days"": 26, ""max_dry_spell"": 21, ""n_days"": 67, ""precip_deficit_pct"": 47.283696492938574, ""temp_anomaly_c"": 0.3825376892089878, ""precip_norm_mm"": 52.058139340620976, ""temp_norm_c"": 24.448258946357104, ""norm_years"": 15}, ""source"": ""ERA5 полигона""}",за 30 дней до и во время эпизода осадков 27 мм при норме 52 мм (дефицит 47 %) | сухая серия 21 дней подряд | во время эпизода: осадков 4 мм при норме 27 мм | соседние поля региона в эти дни чуть ниже нормы (медианный Z -0.5),"AOI-0004, сезон 2025: умеренная аномалия с 2025-08-12 по 2025-09-17 (37 дней, 15 наблюдений), фаза — лето после уборки. NDVI в худший день 2025-09-04: 0.33 при норме 0.40 (Z = -1.8). Вероятная причина — погодный стресс: дефицит осадков и/или жара (уверенность 65%). Аргументы: за 30 дней до и во время эпизода осадков 27 мм при норме 52 мм (дефицит 47 %); сухая серия 21 дней подряд; во время эпизода: осадков 4 мм при норме 27 мм; соседние поля региона в эти дни чуть ниже нормы (медианный Z -0.5). Норма: история полигона."
AOI-0006,2025,2025-04-16,2025-05-28,43,10,-1.7112435344292263,-1.4181287885201548,0,-0.33326513037464,-0.27684175387317556,2025-05-14,0.24182412722572422,0.5726375332133422,весна (всходы и рост),пик вегетации,106,148,умеренная,late_start,0.6,среднее по культуре (истории полигона нет),ERA5 региона (медиана соседних полей),0,0.2224025268196832,,,0.22077922077922077,"{""available"": true, ""before"": {""precip_mm"": 23.192470323757725, ""temp_c"": 9.509288024902366, ""dry_days"": 11, ""hot_days"": 0, ""max_dry_spell"": 4, ""n_days"": 30}, ""during"": {""precip_mm"": 45.08738106662512, ""temp_c"": 15.683116560520943, ""dry_days"": 33, ""hot_days"": 0, ""max_dry_spell"": 11, ""n_days"": 43, ""precip_deficit_pct"": 27.63801035063175, ""temp_anomaly_c"": -0.0736099847169509, ""precip_norm_mm"": 62.30810026796817, ""temp_norm_c"": 15.756726545237894, ""norm_years"": 15}, ""combined"": {""precip_mm"": 68.27985139038285, ""temp_c"": 14.086436766826484, ""dry_days"": 44, ""hot_days"": 0, ""max_dry_spell"": 11, ""n_days"": 73}, ""source"": ""ERA5 региона (медиана соседних полей)""}","рост начался на 48 дней позже нормы, но пик достигнут (109% нормы) | другие поля региона в эти дни в норме (медианный Z 0.2, ниже нормы 22% из 77) — причина локальная, на самом поле","AOI-0006, сезон 2025: умеренная аномалия с 2025-04-16 по 2025-05-28 (43 дней, 10 наблюдений), фаза — весна (всходы и рост). NDVI в худший день 2025-05-14: 0.24 при норме 0.57 (Z = -1.7). Вероятная причина — запаздывание всходов и роста (уверенность 60%). Аргументы: рост начался на 48 дней позже нормы, но пик достигнут (109% нормы); другие поля региона в эти дни в норме (медианный Z 0.2, ниже нормы 22% из 77) — причина локальная, на самом поле. Норма: среднее по культуре (истории полигона нет)."
AOI-0007,2011,2011-05-12,2011-06-16,36,3,-1.6084501755128557,-1.4226829261421885,0,-0.26262800753089527,-0.2364013129179117,2011-06-07,0.30476461692267887,0.5389591223283248,весна (всходы и рост),пик вегетации,132,167,умеренная,crop_rotation,0.7,история полигона,ERA5 полигона,3,0.16291506019421953,0.2790611017729626,2.0,0.14035087719298245,"{""available"": true, ""before"": {""precip_mm"": 67.69898366972171, ""temp_c"": 11.422525109185134, ""dry_days"": 18, ""hot_days"": 0, ""max_dry_spell"": 9, ""n_days"": 30, ""precip_deficit_pct"": -34.00447076601449, ""temp_anomaly_c"": -2.556696739196779, ""precip_norm_mm"": 50.51994406062098, ""temp_norm_c"": 13.979221848381913, ""norm_years"": 15}, ""during"": {""precip_mm"": 56.536505452012165, ""temp_c"": 19.911168758957494, ""dry_days"": 24, ""hot_days"": 0, ""max_dry_spell"": 12, ""n_days"": 36, ""precip_deficit_pct"": 0.2009123928290446, ""temp_anomaly_c"": -0.6661539195496395, ""precip_norm_mm"": 56.650322971439465, ""temp_norm_c"": 20.577322678507134, ""norm_years"": 15}, ""combined"": {""precip_mm"": 124.23548912173388, ""temp_c"": 16.05269437269733, ""dry_days"": 42, ""hot_days"": 0, ""max_dry_spell"": 12, ""n_days"": 66, ""precip_deficit_pct"": -15.923466986014212, ""temp_anomaly_c"": -1.5254915648437937, ""precip_norm_mm"": 107.17026703206047, ""temp_norm_c"": 17.578185937541125, ""norm_years"": 15}, ""source"": ""ERA5 полигона""}","пик достигнут (95% нормы), но на 51 дней позже обычного: на поле яровая культура вместо привычной озимой, весеннее отставание — смена фазы, а не угнетение | другие поля региона в эти дни в норме (медианный Z 0.2, ниже нормы 14% из 57) — причина локальная, на самом поле | водный индекс NDWI выше нормы на 0.28 (2 набл.) — второй индекс подтверждает потерю зелёной массы","AOI-0007, сезон 2011: умеренная аномалия с 2011-05-12 по 2011-06-16 (36 дней, 3 наблюдений), фаза — весна (всходы и рост). NDVI в худший день 2011-06-07: 0.30 при норме 0.54 (Z = -1.6). Вероятная причина — смена культуры: яровая вместо озимой, весеннее отставание — не угнетение (уверенность 70%). Аргументы: пик достигнут (95% нормы), но на 51 дней позже обычного: на поле яровая культура вместо привычной озимой, весеннее отставание — смена фазы, а не угнетение; другие поля региона в эти дни в норме (медианный Z 0.2, ниже нормы 14% из 57) — причина локальная, на самом поле; водный индекс NDWI выше нормы на 0.28 (2 набл.) — второй индекс подтверждает потерю зелёной массы. Норма: история полигона."
AOI-0007,2014,2014-10-04,2014-10-25,22,3,-1.326606900522948,-1.2014378361090254,0,-0.10350891808430879,-0.07408813413931278,2014-10-13,0.1408482375459105,0.21183711636975022,осень (озимые всходы),осень (озимые всходы),277,298,умеренная,early_decline,0.6,история полигона,ERA5 полигона,0,-0.7330332848427369,0.014038887566496738,2.0,0.24561403508771928,"{""available"": true, ""before"": {""precip_mm"": 24.304350835336663, ""temp_c"": 17.081370374891517, ""dry_days"": 23, ""hot_days"": 0, ""max_dry_spell"": 10, ""n_days"": 30, ""precip_deficit_pct"": 27.294395882541423, ""temp_anomaly_c"": -1.1718374040391737, ""precip_norm_mm"": 33.42844218180498, ""temp_norm_c"": 18.25320777893069, ""norm_years"": 15}, ""during"": {""precip_mm"": 50.831909902253614, ""temp_c"": 10.164008250381027, ""dry_days"": 17, ""hot_days"": 0, ""max_dry_spell"": 13, ""n_days"": 22, ""precip_deficit_pct"": -71.15572724378161, ""temp_anomaly_c"": -1.7881791914352316, ""precip_norm_mm"": 29.699216450906363, ""temp_norm_c"": 11.952187441816259, ""norm_years"": 15}, ""combined"": {""precip_mm"": 75.13626073759028, ""temp_c"": 14.154794091444773, ""dry_days"": 40, ""hot_days"": 0, ""max_dry_spell"": 15, ""n_days"": 52, ""precip_deficit_pct"": -19.02272690762579, ""temp_anomaly_c"": -1.4325973910144256, ""precip_norm_mm"": 63.12765863271134, ""temp_norm_c"": 15.587391482459198, ""norm_years"": 15}, ""source"": ""ERA5 полигона""}","пик на уровне нормы (133%), но спад начался на 16 дней раньше обычного | соседние поля региона в эти дни тоже ниже нормы (медианный Z -0.7, ниже нормы 25% из 57 полей) — явление региональное | сухая серия 15 дней подряд","AOI-0007, сезон 2014: умеренная аномалия с 2014-10-04 по 2014-10-25 (22 дней, 3 наблюдений), фаза — осень (озимые всходы). NDVI в худший день 2014-10-13: 0.14 при норме 0.21 (Z = -1.3). Вероятная причина — ранний спад вегетации (уборка, полегание, болезнь) (уверенность 60%). Аргументы: пик на уровне нормы (133%), но спад начался на 16 дней раньше обычного; соседние поля региона в эти дни тоже ниже нормы (медианный Z -0.7, ниже нормы 25% из 57 полей) — явление региональное; сухая серия 15 дней подряд. Норма: история полигона."
AOI-0007,2018,2018-04-03,2018-06-25,84,20,-2.6419475120812512,-1.7143202124394696,22,-0.3648582091100454,-0.27857617476275687,2018-06-03,0.21726203914975536,0.5739969329486496,весна (всходы и рост),созревание и уборка,93,176,критическая,unsown_or_changed,0.8,история полигона,ERA5 полигона,0,-0.3411278266950042,0.21911413775231411,15.0,0.22807017543859648,"{""available"": true, ""before"": {""precip_mm"": 1.276604089639477, ""temp_c"": 8.732000287373893, ""dry_days"": 1, ""hot_days"": 0, ""max_dry_spell"": 1, ""n_days"": 30}, ""during"": {""precip_mm"": 41.69046688765832, ""temp_c"": 18.392140408167784, ""dry_days"": 72, ""hot_days"": 6, ""max_dry_spell"": 33, ""n_days"": 84, ""precip_deficit_pct"": 70.13414771137597, ""temp_anomaly_c"": 1.082312979016983, ""precip_norm_mm"": 139.59242309498165, ""temp_norm_c"": 17.3098274291508, ""norm_years"": 15}, ""combined"": {""precip_mm"": 42.967070977297794, ""temp_c"": 18.167485986753977, ""dry_days"": 73, ""hot_days"": 6, ""max_dry_spell"": 33, ""n_days"": 114}, ""source"": ""ERA5 полигона""}","пик главного сезона всего 0.25 при норме 0.60: кривая плоская с весны — поле не засеяно, под паром или занято другой культурой | соседние поля региона в эти дни чуть ниже нормы (медианный Z -0.3) | водный индекс NDWI выше нормы на 0.22 (15 набл.) — второй индекс подтверждает потерю зелёной массы","AOI-0007, сезон 2018: критическая аномалия с 2018-04-03 по 2018-06-25 (84 дней, 20 наблюдений), фаза — весна (всходы и рост). NDVI в худший день 2018-06-03: 0.22 при норме 0.57 (Z = -2.6). Вероятная причина — поле не засеяно, под паром или сменилась культура (уверенность 80%). Аргументы: пик главного сезона всего 0.25 при норме 0.60: кривая плоская с весны — поле не засеяно, под паром или занято другой культурой; соседние поля региона в эти дни чуть ниже нормы (медианный Z -0.3); водный индекс NDWI выше нормы на 0.22 (15 набл.) — второй индекс подтверждает потерю зелёной массы. Норма: история полигона."
